date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/09/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,082,126","$16,588,991.58",2.04%
09/09/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"14,294","$16,441,190.20",2.03%
09/09/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"82,300","$14,364,642.00",1.77%
09/09/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"320,209","$14,351,767.38",1.77%
09/09/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"26,476","$13,996,272.64",1.72%
09/09/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"26,224","$13,262,525.76",1.63%
09/09/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"107,399","$12,619,382.50",1.55%
09/09/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"509,034","$12,150,641.58",1.50%
09/09/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"56,481","$11,321,051.64",1.39%
09/09/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"685,041","$9,768,684.66",1.20%
09/09/2026,ARKF,SECURITIZE CORP,SECZ,81517B101,"1,179,868","$9,733,911.00",1.20%
09/09/2026,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,"30,470","$8,662,621.00",1.07%
09/09/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"247,851","$7,656,117.39",0.94%
09/09/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"497,416","$4,819,961.04",0.59%
09/09/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"146,765","$4,749,315.40",0.59%
09/09/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"39,943","$4,282,289.03",0.53%
09/09/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"235,647","$4,137,961.32",0.51%
09/09/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"400,964","$3,323,991.56",0.41%
09/09/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,383,570","$1,383,570.43",0.17%
09/09/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"390,059","$869,831.57",0.11%
09/09/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"4,307","$485,226.62",0.06%
09/09/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"78,805","$126,876.53",0.02%
09/09/2026,ARKF,BRERA HOLDINGS PLC-CL B,,G13311132,"50,970","$193,176.30",0.02%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
