Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-09-18,AVUV,2200963D,OMNIAB INC   12.5 EARNOUT COMMON STOCK,21075.0,0.0
2026-09-18,AVUV,2200964D,OMNIAB INC   15.00 EARNOUT COMMON STOCK,21075.0,0.0
2026-09-18,AVUV,AAP,ADVANCE AUTO PARTS INC COMMON STOCK USD.0001,1361375.0,0.19
2026-09-18,AVUV,ABCB,AMERIS BANCORP COMMON STOCK USD1.0,444393.0,0.12
2026-09-18,AVUV,ABG,ASBURY AUTOMOTIVE GROUP COMMON STOCK USD.01,105307.0,0.06
2026-09-18,AVUV,ACCO,ACCO BRANDS CORP COMMON STOCK USD.01,2170040.0,0.03
2026-09-18,AVUV,ACDC,PROFRAC HOLDING CORP A COMMON STOCK USD.01,241006.0,0.0
2026-09-18,AVUV,ACEL,ACCEL ENTERTAINMENT INC COMMON STOCK USD.0001,1805565.0,0.07
2026-09-18,AVUV,ACHC,ACADIA HEALTHCARE CO INC COMMON STOCK USD.01,2394709.0,0.22
2026-09-18,AVUV,ACIC,AMERICAN COASTAL INSURANCE C COMMON STOCK USD.0001,828482.0,0.02
2026-09-18,AVUV,ACNB,ACNB CORP COMMON STOCK USD2.5,261077.0,0.05
2026-09-18,AVUV,ACNT,ASCENT INDUSTRIES CO COMMON STOCK USD1.0,127604.0,0.01
2026-09-18,AVUV,ACT,ENACT HOLDINGS INC COMMON STOCK USD.01,872782.0,0.14
2026-09-18,AVUV,ACTG,ACACIA RESEARCH CORP COMMON STOCK USD.001,609391.0,0.01
2026-09-18,AVUV,ACU,ACME UNITED CORP COMMON STOCK USD2.5,63020.0,0.01
2026-09-18,AVUV,AD,ARRAY DIGITAL INFRASTRUCTURE COMMON STOCK USD1.0,736141.0,0.08
2026-09-18,AVUV,ADMA,ADMA BIOLOGICS INC COMMON STOCK USD.0001,8103.0,0.0
2026-09-18,AVUV,ADV,ADVANTAGE SOLUTIONS INC COMMON STOCK USD.0001,14419.0,0.0
2026-09-18,AVUV,AEO,AMERICAN EAGLE OUTFITTERS COMMON STOCK USD.01,6064866.0,0.3
2026-09-18,AVUV,AGM,FEDERAL AGRIC MTG CORP CL C COMMON STOCK USD1.0,309810.0,0.22
2026-09-18,AVUV,AGO,ASSURED GUARANTY LTD COMMON STOCK USD.01,1138368.0,0.26
2026-09-18,AVUV,AGX,ARGAN INC COMMON STOCK USD.15,144253.0,0.18
2026-09-18,AVUV,AII,AMERICAN INTEGRITY INSURANCE COMMON STOCK USD.001,315396.0,0.03
2026-09-18,AVUV,AIN,ALBANY INTL CORP CL A COMMON STOCK USD.001,1339544.0,0.26
2026-09-18,AVUV,ALG,ALAMO GROUP INC COMMON STOCK USD.1,178693.0,0.1
2026-09-18,AVUV,ALGT,ALLEGIANT TRAVEL CO COMMON STOCK USD.001,1446533.0,0.37
2026-09-18,AVUV,ALIT,ALIGHT INC   CLASS A COMMON STOCK USD.0001,186870.0,0.01
2026-09-18,AVUV,ALK,ALASKA AIR GROUP INC COMMON STOCK USD.01,4553302.0,0.6
2026-09-18,AVUV,ALKS,ALKERMES PLC COMMON STOCK USD.01,452991.0,0.06
2026-09-18,AVUV,ALRM,ALARM.COM HOLDINGS INC COMMON STOCK,18556.0,0.0
2026-09-18,AVUV,ALRS,ALERUS FINANCIAL CORP COMMON STOCK USD1.0,161025.0,0.02
2026-09-18,AVUV,ALTO,ALTO INGREDIENTS INC COMMON STOCK USD.001,453433.0,0.01
2026-09-18,AVUV,AMAL,AMALGAMATED FINANCIAL CORP COMMON STOCK USD.01,652175.0,0.1
2026-09-18,AVUV,AMCX,AMC GLOBAL MEDIA INC COMMON STOCK,1657789.0,0.06
2026-09-18,AVUV,AMPH,AMPHASTAR PHARMACEUTICALS IN COMMON STOCK USD.0001,1220337.0,0.09
2026-09-18,AVUV,AMPY,AMPLIFY ENERGY CORP COMMON STOCK USD.01,1137985.0,0.02
2026-09-18,AVUV,AMRC,AMERESCO INC CL A COMMON STOCK USD.0001,939313.0,0.07
2026-09-18,AVUV,AMSF,AMERISAFE INC COMMON STOCK USD.01,116713.0,0.01
2026-09-18,AVUV,AMTB,AMERANT BANCORP INC COMMON STOCK USD.1,869837.0,0.08
2026-09-18,AVUV,ANDE,ANDERSONS INC/THE COMMON STOCK,169756.0,0.04
2026-09-18,AVUV,ANF,ABERCROMBIE + FITCH CO CL A COMMON STOCK USD.01,1864289.0,0.82
