Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-09-21,CGGR,2299955D,CONSTELLATION SOFTWARE INC CONSTELLATION SOFTWARE IN 28,4185.0,0.0
2026-09-21,CGGR,A000660,SK HYNIX INC COMMON STOCK KRW5000.0,166098.0,0.8500000000000001
2026-09-21,CGGR,AAPL,APPLE INC COMMON STOCK USD.00001,1924753.0,2.48
2026-09-21,CGGR,AFRM,AFFIRM HOLDINGS INC COMMON STOCK USD.00001,2066492.0,0.56
2026-09-21,CGGR,AIR,AIRBUS SE COMMON STOCK EUR1.0,380827.0,0.32
2026-09-21,CGGR,AKAM,AKAMAI TECHNOLOGIES INC COMMON STOCK USD.01,1120876.0,0.5
2026-09-21,CGGR,ALB,ALBEMARLE CORP COMMON STOCK USD.01,626546.0,0.27
2026-09-21,CGGR,ALNY,ALNYLAM PHARMACEUTICALS INC COMMON STOCK USD.01,770915.0,0.72
2026-09-21,CGGR,AMAT,APPLIED MATERIALS INC COMMON STOCK USD.01,262621.0,0.45999999999999996
2026-09-21,CGGR,AMGN,AMGEN INC COMMON STOCK USD.0001,547225.0,0.8199999999999998
2026-09-21,CGGR,AMZN,AMAZON.COM INC COMMON STOCK USD.01,2465637.0,2.42
2026-09-21,CGGR,ANET,ARISTA NETWORKS INC COMMON STOCK USD.0001,636378.0,0.5
2026-09-21,CGGR,APH,AMPHENOL CORP CL A COMMON STOCK USD.001,3024099.0,0.93
2026-09-21,CGGR,APP,APPLOVIN CORP CLASS A COMMON STOCK USD.00003,314427.0,0.39
2026-09-21,CGGR,ARMK,ARAMARK COMMON STOCK USD.01,1720253.0,0.37
2026-09-21,CGGR,ASML,ASML HOLDING NV NY REG SHS NY REG SHRS EUR.09,153906.0,1.0
2026-09-21,CGGR,AUR,AURORA INNOVATION INC COMMON STOCK USD.0001,11695214.0,0.29
2026-09-21,CGGR,AVGO,BROADCOM INC COMMON STOCK,3257659.0,4.49
2026-09-21,CGGR,BBD.B,BOMBARDIER INC B COMMON STOCK,425254.0,0.36
2026-09-21,CGGR,BSP,BENDING SPOONS SPA COMMON STOCK,1593866.0,0.24
2026-09-21,CGGR,BURL,BURLINGTON STORES INC COMMON STOCK USD.0001,312687.0,0.3
2026-09-21,CGGR,CBRS,CEREBRAS SYSTEMS INC   A COMMON STOCK USD.00001,1090941.0,0.86
2026-09-21,CGGR,CDNS,CADENCE DESIGN SYS INC COMMON STOCK USD.01,272975.0,0.31
2026-09-21,CGGR,CEG,CONSTELLATION ENERGY COMMON STOCK,339864.0,0.34
2026-09-21,CGGR,CMG,CHIPOTLE MEXICAN GRILL INC COMMON STOCK USD.01,5957391.0,0.75
2026-09-21,CGGR,CMQXX,CAPITAL GROUP CENTRAL CASH FUN CAPITAL GROUP CNTRL CSH M,6129057.87,2.33
2026-09-21,CGGR,COHR,COHERENT CORP COMMON STOCK,394497.0,0.48
2026-09-21,CGGR,COST,COSTCO WHOLESALE CORP COMMON STOCK USD.005,162855.0,0.56
2026-09-21,CGGR,CRM,SALESFORCE INC COMMON STOCK USD.001,634394.0,0.57
2026-09-21,CGGR,CSCO,CISCO SYSTEMS INC COMMON STOCK USD.001,1035120.0,0.44
2026-09-21,CGGR,CSGP,COSTAR GROUP INC COMMON STOCK USD.01,2154582.0,0.24
2026-09-21,CGGR,CSU,CONSTELLATION SOFTWARE INC COMMON STOCK,45894.0,0.35
2026-09-21,CGGR,CVNA,CARVANA CO COMMON STOCK USD.001,2004674.0,0.51
2026-09-21,CGGR,DASH,DOORDASH INC   A COMMON STOCK USD.00001,820457.0,0.6
2026-09-21,CGGR,DE,DEERE + CO COMMON STOCK USD1.0,274034.0,0.71
2026-09-21,CGGR,DHI,DR HORTON INC COMMON STOCK USD.01,1419229.0,0.75
2026-09-21,CGGR,EOG,EOG RESOURCES INC COMMON STOCK USD.01,1505833.0,0.8100000000000002
2026-09-21,CGGR,FANG,DIAMONDBACK ENERGY INC COMMON STOCK USD.01,562607.0,0.4
2026-09-21,CGGR,FICO,FAIR ISAAC CORP COMMON STOCK USD.01,117933.0,0.4099999999999999
2026-09-21,CGGR,FSLR,FIRST SOLAR INC COMMON STOCK USD.001,469137.0,0.36
2026-09-21,CGGR,FTAI,FTAI AVIATION LTD COMMON STOCK USD1.0,547302.0,0.4
2026-09-21,CGGR,GE,GENERAL ELECTRIC COMMON STOCK USD.01,804400.0,0.98
2026-09-21,CGGR,GEV,GE VERNOVA INC COMMON STOCK USD.01,221384.0,0.8
2026-09-21,CGGR,GH,GUARDANT HEALTH INC COMMON STOCK USD.00001,447224.0,0.3
2026-09-21,CGGR,GLEN,GLENCORE PLC COMMON STOCK USD.01,14868796.0,0.4099999999999999
2026-09-21,CGGR,GMEXICO B,GRUPO MEXICO SAB DE CV SER B COMMON STOCK,13737764.0,0.65
2026-09-21,CGGR,GOOG,ALPHABET INC CL C COMMON STOCK USD.001,2466118.0,3.29
2026-09-21,CGGR,GOOGL,ALPHABET INC CL A COMMON STOCK USD.001,2351283.0,3.17
2026-09-21,CGGR,HCA,HCA HEALTHCARE INC COMMON STOCK USD.01,215306.0,0.35
2026-09-21,CGGR,HOOD,ROBINHOOD MARKETS INC   A COMMON STOCK USD.0001,586887.0,0.27
2026-09-21,CGGR,INIO,INNIO NV COMMON STOCK,1639069.0,0.13
2026-09-21,CGGR,INSM,INSMED INC COMMON STOCK USD.01,560670.0,0.26
2026-09-21,CGGR,INTC,INTEL CORP COMMON STOCK USD.001,3141619.0,1.45
2026-09-21,CGGR,IONS,IONIS PHARMACEUTICALS INC COMMON STOCK USD.001,1341607.0,0.22999999999999998
2026-09-21,CGGR,ISRG,INTUITIVE SURGICAL INC COMMON STOCK USD.001,780594.0,1.19
2026-09-21,CGGR,KKR,KKR + CO INC COMMON STOCK USD.01,1119537.0,0.43
2026-09-21,CGGR,KLAC,KLA CORP COMMON STOCK USD.001,1303957.0,0.91
2026-09-21,CGGR,LLY,ELI LILLY + CO COMMON STOCK,476646.0,2.11
2026-09-21,CGGR,LYV,LIVE NATION ENTERTAINMENT IN COMMON STOCK USD.01,902251.0,0.58
2026-09-21,CGGR,MA,MASTERCARD INC   A COMMON STOCK USD.0001,187758.0,0.4099999999999999
2026-09-21,CGGR,META,META PLATFORMS INC CLASS A COMMON STOCK USD.000006,2415977.0,6.81
2026-09-21,CGGR,MRNA,MODERNA INC COMMON STOCK USD.0001,2344793.0,1.54
2026-09-21,CGGR,MSFT,MICROSOFT CORP COMMON STOCK USD.00000625,2346625.0,4.47
2026-09-21,CGGR,MSTR,STRATEGY INC COMMON STOCK USD.001,2217642.0,1.42
2026-09-21,CGGR,MTD,METTLER TOLEDO INTERNATIONAL COMMON STOCK USD.01,80662.0,0.44
2026-09-21,CGGR,MU,MICRON TECHNOLOGY INC COMMON STOCK USD.1,934698.0,3.71
2026-09-21,CGGR,NAN,NET OTHER ASSETS,67437615.43,0.02
2026-09-21,CGGR,NCLH,NORWEGIAN CRUISE LINE HOLDIN COMMON STOCK USD.001,3357317.0,0.18
2026-09-21,CGGR,NET,CLOUDFLARE INC   CLASS A COMMON STOCK USD.001,1891277.0,2.53
2026-09-21,CGGR,NFLX,NETFLIX INC COMMON STOCK USD.001,3056613.0,0.8500000000000001
2026-09-21,CGGR,NKE,NIKE INC  CL B COMMON STOCK,2613143.0,0.36
